ClientName,bid,cid,pred_date,dailylimit_date_before,ml_pred_spd,adjusted_spd,factor,dailylimit_fac,ml_spd_fac,adjusted_spd_fac
Organifi,2150,4457,2018-08-14,40.0,22.1,25.0737,0.75,160.0,88.4,100.2948
Organifi,2150,4458,2018-08-14,23.75,21.6,24.5737,0.75,95.0,86.4,98.2948
Organifi,2150,4451,2018-08-13,35.5,12.58,20.8575,0.75,142.0,50.32,83.43
Organifi,2150,4452,2018-08-13,27.5,26.66,34.9375,0.75,110.0,106.64,139.75
Organifi,2150,4453,2018-08-13,40.0,27.39,35.6675,0.75,160.0,109.56,142.67
Organifi,2150,4454,2018-08-13,11.5,19.49,27.7675,0.75,46.0,77.96,111.07
Organifi,2150,4455,2018-08-13,21.75,10.38,18.6575,0.75,87.0,41.52,74.63
Organifi,2150,4456,2018-08-13,25.0,22.91,31.1875,0.75,100.0,91.64,124.75
Organifi,2150,4457,2018-08-13,40.0,15.7,23.9775,0.75,160.0,62.8,95.91
Organifi,2150,4458,2018-08-13,23.75,23.67,31.9475,0.75,95.0,94.68,127.79
Organifi,2150,4451,2018-08-12,10.5,10.97,10.9643,0.75,42.0,43.88,43.8572
Organifi,2150,4452,2018-08-12,27.5,26.55,26.5443,0.75,110.0,106.2,106.1772
Organifi,2150,4453,2018-08-12,27.5,28.03,28.0243,0.75,110.0,112.12,112.0972
Organifi,2150,4454,2018-08-12,11.5,16.12,16.1143,0.75,46.0,64.48,64.4572
Organifi,2150,4455,2018-08-12,9.25,9.63,4.0,0.75,37.0,38.52,16.0
Organifi,2150,4456,2018-08-12,25.0,24.97,24.9643,0.75,100.0,99.88,99.8572
Organifi,2150,4457,2018-08-12,15.0,15.79,15.7843,0.75,60.0,63.16,63.1372
Organifi,2150,4458,2018-08-12,23.75,23.61,23.6043,0.75,95.0,94.44,94.4172
Organifi,2150,4451,2018-08-11,10.5,11.65,11.4843,0.75,42.0,46.6,45.9372
Organifi,2150,4452,2018-08-11,27.5,28.08,27.9143,0.75,110.0,112.32,111.6572
Organifi,2150,4453,2018-08-11,27.5,28.42,28.2543,0.75,110.0,113.68,113.0172
Organifi,2150,4454,2018-08-11,11.5,15.22,15.0543,0.75,46.0,60.88,60.2172
Organifi,2150,4455,2018-08-11,9.25,9.38,4.0,0.75,37.0,37.52,16.0
Organifi,2150,4456,2018-08-11,25.0,24.71,24.5443,0.75,100.0,98.84,98.1772
Organifi,2150,4457,2018-08-11,15.0,17.26,17.0943,0.75,60.0,69.04,68.3772
Organifi,2150,4458,2018-08-11,23.75,21.82,21.6543,0.75,95.0,87.28,86.6172
Organifi,2150,4451,2018-08-10,10.5,10.99,10.99,0.75,42.0,43.96,43.96
Organifi,2150,4452,2018-08-10,27.5,26.94,26.94,0.75,110.0,107.76,107.76
Organifi,2150,4453,2018-08-10,27.5,27.68,27.68,0.75,110.0,110.72,110.72
Organifi,2150,4454,2018-08-10,11.5,15.2,15.2,0.75,46.0,60.8,60.8
Organifi,2150,4455,2018-08-10,9.25,9.83,2.22,0.75,37.0,39.32,8.88
Organifi,2150,4456,2018-08-10,25.0,24.4,24.4,0.75,100.0,97.6,97.6
Organifi,2150,4457,2018-08-10,15.0,17.84,17.84,0.75,60.0,71.36,71.36
Organifi,2150,4458,2018-08-10,23.75,24.73,24.73,0.75,95.0,98.92,98.92
Organifi,2150,4451,2018-08-09,10.5,11.69,11.69,0.75,42.0,46.76,46.76
Organifi,2150,4452,2018-08-09,27.5,29.64,29.64,0.75,110.0,118.56,118.56
Organifi,2150,4453,2018-08-09,27.5,26.37,26.37,0.75,110.0,105.48,105.48
Organifi,2150,4454,2018-08-09,11.5,15.59,15.59,0.75,46.0,62.36,62.36
Organifi,2150,4455,2018-08-09,9.25,9.63,3.19,0.75,37.0,38.52,12.76
Organifi,2150,4456,2018-08-09,25.0,24.77,24.77,0.75,100.0,99.08,99.08
Organifi,2150,4451,2018-08-08,10.5,11.43,8.92791,0.75,42.0,45.72,35.71164
Organifi,2150,4455,2018-08-08,9.25,9.65,8.5375,0.75,37.0,38.6,34.15
Organifi,2150,4452,2018-08-08,27.5,29.48,27.2177,0.75,110.0,117.92,108.8708
Organifi,2150,4453,2018-08-08,27.5,27.49,25.3804,0.75,110.0,109.96,101.5216
Organifi,2150,4454,2018-08-08,11.5,17.48,16.1386,0.75,46.0,69.92,64.5544
Organifi,2150,4456,2018-08-08,25.0,27.13,25.048,0.75,100.0,108.52,100.192
Organifi,2150,4451,2018-08-07,10.5,11.32,11.32,0.75,42.0,45.28,45.28
Organifi,2150,4455,2018-08-07,9.25,9.43,0.49,0.75,37.0,37.72,1.96
Organifi,2150,4452,2018-08-07,27.5,27.93,27.93,0.75,110.0,111.72,111.72
Organifi,2150,4453,2018-08-07,27.5,26.65,26.65,0.75,110.0,106.6,106.6
Organifi,2150,4454,2018-08-07,11.5,19.62,19.62,0.75,46.0,78.48,78.48
Organifi,2150,4456,2018-08-07,25.0,25.24,25.24,0.75,100.0,100.96,100.96
Original Grain,1899,4121,2018-09-11,41.75,44.94,45.4675,0.75,167.0,179.76,181.87
Original Grain,1899,4122,2018-09-11,27.5,28.57,29.0975,0.75,110.0,114.28,116.39
Original Grain,1899,4120,2018-09-11,30.75,29.41,29.9375,0.75,123.0,117.64,119.75
Original Grain,1899,4210,2018-09-11,25.0,19.97,20.4975,0.75,100.0,79.88,81.99
Original Grain,1899,4121,2018-09-10,41.75,65.63,56.3473,0.75,167.0,262.52,225.3892
Original Grain,1899,4122,2018-09-10,27.5,27.08,22.6316,0.75,110.0,108.32,90.5264
Original Grain,1899,4120,2018-09-10,30.75,33.01,28.3411,0.75,123.0,132.04,113.3644
Original Grain,1899,4210,2018-09-10,25.0,18.93,17.68,0.75,100.0,75.72,70.72
Original Grain,1899,4121,2018-09-09,41.75,62.56,62.56,0.75,167.0,250.24,250.24
Original Grain,1899,4122,2018-09-09,27.5,27.25,27.25,0.75,110.0,109.0,109.0
Original Grain,1899,4120,2018-09-09,30.75,29.55,29.55,0.75,123.0,118.2,118.2
Original Grain,1899,4210,2018-09-09,25.0,17.43,5.64,0.75,100.0,69.72,22.56
Original Grain,1899,4121,2018-09-08,41.75,84.43,72.0289,0.75,167.0,337.72,288.1156
Original Grain,1899,4122,2018-09-08,27.5,24.04,7.6013,0.75,110.0,96.16,30.4052
Original Grain,1899,4120,2018-09-08,30.75,31.66,27.0098,0.75,123.0,126.64,108.0392
Original Grain,1899,4210,2018-09-08,25.0,19.61,18.36,0.75,100.0,78.44,73.44
Original Grain,1899,4120,2018-09-07,30.75,36.33,31.2293,0.75,123.0,145.32,124.9172
Original Grain,1899,4121,2018-09-07,41.75,75.64,65.0201,0.75,167.0,302.56,260.0804
Original Grain,1899,4122,2018-09-07,27.5,26.08,11.2006,0.75,110.0,104.32,44.8024
Original Grain,1899,4210,2018-09-07,25.0,18.8,17.55,0.75,100.0,75.2,70.2
Original Grain,1899,4120,2018-09-06,30.75,35.62,34.87,0.75,123.0,142.48,139.48
Original Grain,1899,4121,2018-09-06,41.75,62.69,61.94,0.75,167.0,250.76,247.76
Original Grain,1899,4122,2018-09-06,27.5,26.44,25.69,0.75,110.0,105.76,102.76
Original Grain,1899,4210,2018-09-06,25.0,21.36,2.5,0.75,100.0,85.44,10.0
Original Grain,1899,4120,2018-09-05,30.75,30.93,30.93,0.75,123.0,123.72,123.72
Original Grain,1899,4121,2018-09-05,41.75,50.46,50.46,0.75,167.0,201.84,201.84
Original Grain,1899,4122,2018-09-05,27.5,28.2,28.2,0.75,110.0,112.8,112.8
Original Grain,1899,4210,2018-09-05,25.0,17.86,15.41,0.75,100.0,71.44,61.64
Original Grain,1899,4120,2018-09-04,30.75,36.64,36.64,0.75,123.0,146.56,146.56
Original Grain,1899,4121,2018-09-04,41.75,52.92,52.92,0.75,167.0,211.68,211.68
Original Grain,1899,4122,2018-09-04,27.5,31.31,31.31,0.75,110.0,125.24,125.24
Original Grain,1899,4210,2018-09-04,25.0,17.48,4.13,0.75,100.0,69.92,16.52
Original Grain,1899,4120,2018-09-03,30.75,29.5,31.715,0.75,123.0,118.0,126.86
Original Grain,1899,4121,2018-09-03,41.75,41.16,43.375,0.75,167.0,164.64,173.5
Original Grain,1899,4122,2018-09-03,27.5,31.52,33.735,0.75,110.0,126.08,134.94
Original Grain,1899,4210,2018-09-03,25.0,13.96,16.175,0.75,100.0,55.84,64.7
Original Grain,1899,4120,2018-09-02,30.75,32.4,33.1,0.75,123.0,129.6,132.4
Original Grain,1899,4121,2018-09-02,41.75,44.69,45.39,0.75,167.0,178.76,181.56
Original Grain,1899,4122,2018-09-02,27.5,30.53,31.23,0.75,110.0,122.12,124.92
Original Grain,1899,4210,2018-09-02,25.0,14.58,15.28,0.75,100.0,58.32,61.12
Original Grain,1899,4120,2018-09-01,30.75,39.11,42.3075,0.75,123.0,156.44,169.23
Original Grain,1899,4121,2018-09-01,41.75,30.33,33.5275,0.75,167.0,121.32,134.11
Original Grain,1899,4122,2018-09-01,27.5,29.17,32.3675,0.75,110.0,116.68,129.47
Original Grain,1899,4210,2018-09-01,25.0,13.6,16.7975,0.75,100.0,54.4,67.19
Original Grain,1899,4120,2018-08-30,30.75,28.58,28.39,0.75,123.0,114.32,113.56
Original Grain,1899,4121,2018-08-30,41.75,70.81,70.62,0.75,167.0,283.24,282.48
Original Grain,1899,4122,2018-08-30,27.5,23.68,23.49,0.75,110.0,94.72,93.96
Original Grain,1899,4210,2018-08-30,25.0,15.02,2.5,0.75,100.0,60.08,10.0
Original Grain,1899,4120,2018-08-29,30.75,23.0,25.455,0.75,123.0,92.0,101.82
Original Grain,1899,4121,2018-08-29,41.75,54.93,57.385,0.75,167.0,219.72,229.54
Original Grain,1899,4122,2018-08-29,27.5,23.77,26.225,0.75,110.0,95.08,104.9
Original Grain,1899,4210,2018-08-29,25.0,13.48,15.935,0.75,100.0,53.92,63.74
Original Grain,1899,4120,2018-08-28,30.75,21.44,27.59,0.75,123.0,85.76,110.36
Original Grain,1899,4121,2018-08-28,41.75,42.1,48.25,0.75,167.0,168.4,193.0
Original Grain,1899,4122,2018-08-28,27.5,23.14,29.29,0.75,110.0,92.56,117.16
Original Grain,1899,4210,2018-08-28,25.0,13.72,19.87,0.75,100.0,54.88,79.48
Original Grain,1899,4120,2018-08-27,30.75,23.45,26.7575,0.75,123.0,93.8,107.03
Original Grain,1899,4121,2018-08-27,41.75,47.56,50.8675,0.75,167.0,190.24,203.47
Original Grain,1899,4122,2018-08-27,27.5,26.74,30.0475,0.75,110.0,106.96,120.19
Original Grain,1899,4210,2018-08-27,25.0,14.02,17.3275,0.75,100.0,56.08,69.31
Original Grain,1899,4120,2018-08-26,30.75,22.95,25.66,0.75,123.0,91.8,102.64
Original Grain,1899,4121,2018-08-26,41.75,51.33,54.04,0.75,167.0,205.32,216.16
Original Grain,1899,4122,2018-08-26,27.5,26.29,29.0,0.75,110.0,105.16,116.0
Original Grain,1899,4210,2018-08-26,25.0,13.59,16.3,0.75,100.0,54.36,65.2
Original Grain,1899,4120,2018-08-25,30.75,27.08,27.595,0.75,123.0,108.32,110.38
Original Grain,1899,4121,2018-08-25,41.75,55.33,55.845,0.75,167.0,221.32,223.38
Original Grain,1899,4122,2018-08-25,27.5,26.77,27.285,0.75,110.0,107.08,109.14
Original Grain,1899,4210,2018-08-25,25.0,13.76,14.275,0.75,100.0,55.04,57.1
Original Grain,1899,4120,2018-08-24,30.75,26.06,26.0675,0.75,123.0,104.24,104.27
Original Grain,1899,4121,2018-08-24,41.75,58.85,58.8575,0.75,167.0,235.4,235.43
Original Grain,1899,4122,2018-08-24,27.5,27.74,27.7475,0.75,110.0,110.96,110.99
Original Grain,1899,4210,2018-08-24,25.0,12.32,12.3275,0.75,100.0,49.28,49.31
Original Grain,1899,4120,2018-08-23,30.75,30.0,29.3033,0.75,123.0,120.0,117.2132
Original Grain,1899,4121,2018-08-23,41.75,68.31,67.6133,0.75,167.0,273.24,270.4532
Original Grain,1899,4122,2018-08-23,27.5,24.78,24.0833,0.75,110.0,99.12,96.3332
Original Grain,1899,4210,2018-08-23,25.0,12.77,4.0,0.75,100.0,51.08,16.0
Original Grain,1899,4120,2018-08-22,30.75,32.02,33.815,0.75,123.0,128.08,135.26
Original Grain,1899,4121,2018-08-22,41.75,46.32,48.115,0.75,167.0,185.28,192.46
Original Grain,1899,4122,2018-08-22,27.5,25.55,27.345,0.75,110.0,102.2,109.38
Original Grain,1899,4210,2018-08-22,25.0,13.93,15.725,0.75,100.0,55.72,62.9
Original Grain,1899,4120,2018-08-21,30.75,34.39,30.7942,0.75,123.0,137.56,123.1768
Original Grain,1899,4121,2018-08-21,41.75,69.74,62.448,0.75,167.0,278.96,249.792
Original Grain,1899,4122,2018-08-21,27.5,23.14,18.6878,0.75,110.0,92.56,74.7512
Original Grain,1899,4210,2018-08-21,25.0,14.32,13.07,0.75,100.0,57.28,52.28
Original Grain,1899,4120,2018-08-20,30.75,32.58,29.5592,0.75,123.0,130.32,118.2368
Original Grain,1899,4121,2018-08-20,41.75,75.44,68.4452,0.75,167.0,301.76,273.7808
Original Grain,1899,4122,2018-08-20,27.5,25.17,15.4056,0.75,110.0,100.68,61.6224
Original Grain,1899,4210,2018-08-20,25.0,12.84,11.59,0.75,100.0,51.36,46.36
Original Grain,1899,4120,2018-08-19,30.75,30.6,27.305,0.75,123.0,122.4,109.22
Original Grain,1899,4121,2018-08-19,41.75,90.57,80.8174,0.75,167.0,362.28,323.2696
Original Grain,1899,4122,2018-08-19,27.5,23.56,3.41759,0.75,110.0,94.24,13.67036
Original Grain,1899,4210,2018-08-19,25.0,14.71,13.46,0.75,100.0,58.84,53.84
Original Grain,1899,4120,2018-08-18,30.75,35.75,32.3695,0.75,123.0,143.0,129.478
Original Grain,1899,4121,2018-08-18,41.75,85.27,77.2069,0.75,167.0,341.08,308.8276
Original Grain,1899,4122,2018-08-18,27.5,24.23,3.60365,0.75,110.0,96.92,14.4146
Original Grain,1899,4210,2018-08-18,25.0,13.07,11.82,0.75,100.0,52.28,47.28
Original Grain,1899,4120,2018-08-17,30.75,31.39,28.2912,0.75,123.0,125.56,113.1648
Original Grain,1899,4121,2018-08-17,41.75,82.81,74.635,0.75,167.0,331.24,298.54
Original Grain,1899,4122,2018-08-17,27.5,26.51,9.73382,0.75,110.0,106.04,38.93528
Original Grain,1899,4210,2018-08-17,25.0,13.59,12.34,0.75,100.0,54.36,49.36
Original Grain,1899,4120,2018-08-16,30.75,32.18,28.4857,0.75,123.0,128.72,113.9428
Original Grain,1899,4121,2018-08-16,41.75,91.08,80.624,0.75,167.0,364.32,322.496
Original Grain,1899,4122,2018-08-16,27.5,24.62,1.54025,0.75,110.0,98.48,6.161
Original Grain,1899,4210,2018-08-16,25.0,15.6,14.35,0.75,100.0,62.4,57.4
Original Grain,1899,4120,2018-08-15,30.75,32.38,29.3104,0.75,123.0,129.52,117.2416
Original Grain,1899,4121,2018-08-15,41.75,84.18,76.1997,0.75,167.0,336.72,304.7988
Original Grain,1899,4122,2018-08-15,27.5,24.68,7.63989,0.75,110.0,98.72,30.55956
Original Grain,1899,4210,2018-08-15,25.0,13.1,11.85,0.75,100.0,52.4,47.4
Original Grain,1899,4120,2018-08-14,30.75,32.7,16.999,0.75,123.0,130.8,67.996
Original Grain,1899,4121,2018-08-14,41.75,102.64,78.031,0.75,167.0,410.56,312.124
Original Grain,1899,4122,2018-08-14,27.5,23.61,14.985,0.75,110.0,94.44,59.94
Original Grain,1899,4210,2018-08-14,25.0,15.61,14.985,0.75,100.0,62.44,59.94
Original Grain,1899,4120,2018-08-13,30.75,31.62,28.3644,0.75,123.0,126.48,113.4576
Original Grain,1899,4121,2018-08-13,41.75,89.39,80.1864,0.75,167.0,357.56,320.7456
Original Grain,1899,4122,2018-08-13,27.5,21.9,3.57919,0.75,110.0,87.6,14.31676
Original Grain,1899,4210,2018-08-13,25.0,14.12,12.87,0.75,100.0,56.48,51.48
Original Grain,1899,4120,2018-08-12,30.75,38.05,21.6244,0.75,123.0,152.2,86.4976
Original Grain,1899,4121,2018-08-12,41.75,97.46,76.5256,0.75,167.0,389.84,306.1024
Original Grain,1899,4122,2018-08-12,27.5,24.07,13.425,0.75,110.0,96.28,53.7
Original Grain,1899,4210,2018-08-12,25.0,14.05,13.425,0.75,100.0,56.2,53.7
Original Grain,1899,4120,2018-08-11,30.75,30.56,18.7348,0.75,123.0,122.24,74.9392
Original Grain,1899,4121,2018-08-11,41.75,102.72,86.3752,0.75,167.0,410.88,345.5008
Original Grain,1899,4122,2018-08-11,27.5,23.03,9.945,0.75,110.0,92.12,39.78
Original Grain,1899,4210,2018-08-11,25.0,10.57,9.945,0.75,100.0,42.28,39.78
Original Grain,1899,4120,2018-08-10,30.75,29.29,17.8516,0.75,123.0,117.16,71.4064
Original Grain,1899,4121,2018-08-10,41.75,102.71,82.2584,0.75,167.0,410.84,329.0336
Original Grain,1899,4122,2018-08-10,27.5,26.36,12.445,0.75,110.0,105.44,49.78
Original Grain,1899,4210,2018-08-10,25.0,13.07,12.445,0.75,100.0,52.28,49.78
Original Grain,1899,4120,2018-08-09,30.75,43.72,14.3885,0.75,123.0,174.88,57.554
Original Grain,1899,4121,2018-08-09,41.75,107.07,85.9215,0.75,167.0,428.28,343.686
Original Grain,1899,4122,2018-08-09,27.5,25.47,12.345,0.75,110.0,101.88,49.38
Original Grain,1899,4210,2018-08-09,25.0,12.97,12.345,0.75,100.0,51.88,49.38
Original Grain,1899,4120,2018-08-08,30.75,43.15,12.9335,0.75,123.0,172.6,51.734
Original Grain,1899,4121,2018-08-08,41.75,108.76,86.6165,0.75,167.0,435.04,346.466
Original Grain,1899,4122,2018-08-08,27.5,22.81,12.725,0.75,110.0,91.24,50.9
Original Grain,1899,4210,2018-08-08,25.0,13.35,12.725,0.75,100.0,53.4,50.9
Original Grain,1899,4120,2018-08-07,30.75,46.37,15.8237,0.75,123.0,185.48,63.2948
Original Grain,1899,4121,2018-08-07,41.75,105.48,85.5063,0.75,167.0,421.92,342.0252
Original Grain,1899,4122,2018-08-07,27.5,24.79,11.835,0.75,110.0,99.16,47.34
Original Grain,1899,4210,2018-08-07,25.0,12.46,11.835,0.75,100.0,49.84,47.34
Original Grain,1899,4120,2018-08-06,50.0,54.29,68.045,0.75,200.0,217.16,272.18
Original Grain,1899,4121,2018-08-06,141.75,98.43,112.185,0.75,567.0,393.72,448.74
Original Grain,1899,4122,2018-08-06,27.5,23.06,36.815,0.75,110.0,92.24,147.26
Original Grain,1899,4210,2018-08-06,25.0,13.45,27.205,0.75,100.0,53.8,108.82
Original Grain,1899,4120,2018-08-05,50.0,56.36,70.455,0.75,200.0,225.44,281.82
Original Grain,1899,4121,2018-08-05,141.75,93.87,107.965,0.75,567.0,375.48,431.86
Original Grain,1899,4122,2018-08-05,27.5,23.93,38.025,0.75,110.0,95.72,152.1
Original Grain,1899,4210,2018-08-05,25.0,13.71,27.805,0.75,100.0,54.84,111.22
Original Grain,1899,4120,2018-08-04,50.0,50.27,66.11,0.75,200.0,201.08,264.44
Original Grain,1899,4121,2018-08-04,141.75,92.02,107.86,0.75,567.0,368.08,431.44
Original Grain,1899,4122,2018-08-04,27.5,27.23,43.07,0.75,110.0,108.92,172.28
Original Grain,1899,4210,2018-08-04,25.0,11.37,27.21,0.75,100.0,45.48,108.84
Original Grain,1899,4120,2018-08-03,50.0,57.66,79.7825,0.75,200.0,230.64,319.13
Original Grain,1899,4121,2018-08-03,141.75,64.45,86.5725,0.75,567.0,257.8,346.29
Original Grain,1899,4122,2018-08-03,27.5,24.06,46.1825,0.75,110.0,96.24,184.73
Original Grain,1899,4210,2018-08-03,25.0,9.59,31.7125,0.75,100.0,38.36,126.85
Original Grain,1899,4120,2018-08-02,50.0,55.27,67.195,0.75,200.0,221.08,268.78
Original Grain,1899,4121,2018-08-02,141.75,101.2,113.125,0.75,567.0,404.8,452.5
Original Grain,1899,4122,2018-08-02,27.5,28.04,39.965,0.75,110.0,112.16,159.86
Original Grain,1899,4210,2018-08-02,25.0,12.04,23.965,0.75,100.0,48.16,95.86
Original Grain,1899,4120,2018-08-01,50.0,55.74,68.435,0.75,200.0,222.96,273.74
Original Grain,1899,4121,2018-08-01,141.75,90.66,103.355,0.75,567.0,362.64,413.42
Original Grain,1899,4122,2018-08-01,27.5,35.3,47.995,0.75,110.0,141.2,191.98
Original Grain,1899,4210,2018-08-01,25.0,11.77,24.465,0.75,100.0,47.08,97.86
Original Grain,1899,4120,2018-07-31,50.0,57.41,70.1425,0.75,200.0,229.64,280.57
Original Grain,1899,4121,2018-07-31,141.75,94.89,107.622,0.75,567.0,379.56,430.488
Original Grain,1899,4122,2018-07-31,27.5,28.64,41.3725,0.75,110.0,114.56,165.49
Original Grain,1899,4210,2018-07-31,25.0,12.38,25.1125,0.75,100.0,49.52,100.45
Original Grain,1899,4120,2018-07-30,50.0,48.23,66.1525,0.75,200.0,192.92,264.61
Original Grain,1899,4121,2018-07-30,141.75,95.68,113.603,0.75,567.0,382.72,454.412
Original Grain,1899,4122,2018-07-30,27.5,14.87,32.7925,0.75,110.0,59.48,131.17
Original Grain,1899,4210,2018-07-30,25.0,13.78,31.7025,0.75,100.0,55.12,126.81
Original Grain,1899,4120,2018-07-29,50.0,48.92,71.0175,0.75,200.0,195.68,284.07
Original Grain,1899,4121,2018-07-29,141.75,72.13,94.2275,0.75,567.0,288.52,376.91
Original Grain,1899,4122,2018-07-29,27.5,22.32,44.4175,0.75,110.0,89.28,177.67
Original Grain,1899,4210,2018-07-29,25.0,12.49,34.5875,0.75,100.0,49.96,138.35
Original Grain,1899,4120,2018-07-28,50.0,62.34,80.095,0.75,200.0,249.36,320.38
Original Grain,1899,4121,2018-07-28,141.75,85.44,103.195,0.75,567.0,341.76,412.78
Original Grain,1899,4122,2018-07-28,27.5,12.62,30.375,0.75,110.0,50.48,121.5
Original Grain,1899,4210,2018-07-28,25.0,12.83,30.585,0.75,100.0,51.32,122.34
Original Grain,1899,4120,2018-07-27,62.5,55.64,73.19,0.75,250.0,222.56,292.76
Original Grain,1899,4121,2018-07-27,121.75,85.43,102.98,0.75,487.0,341.72,411.92
Original Grain,1899,4122,2018-07-27,35.0,17.49,35.04,0.75,140.0,69.96,140.16
Original Grain,1899,4210,2018-07-27,25.0,15.49,33.04,0.75,100.0,61.96,132.16
Original Grain,1899,4120,2018-07-26,62.5,66.12,81.8875,0.75,250.0,264.48,327.55
Original Grain,1899,4121,2018-07-26,121.75,78.07,93.8375,0.75,487.0,312.28,375.35
Original Grain,1899,4122,2018-07-26,35.0,20.64,36.4075,0.75,140.0,82.56,145.63
Original Grain,1899,4210,2018-07-26,25.0,16.35,32.1175,0.75,100.0,65.4,128.47
Original Grain,1899,4120,2018-07-25,62.5,71.58,91.1475,0.75,250.0,286.32,364.59
Original Grain,1899,4121,2018-07-25,121.75,54.43,73.9975,0.75,487.0,217.72,295.99
Original Grain,1899,4122,2018-07-25,35.0,23.17,42.7375,0.75,140.0,92.68,170.95
Original Grain,1899,4210,2018-07-25,25.0,16.8,36.3675,0.75,100.0,67.2,145.47
Original Grain,1899,4120,2018-07-24,62.5,69.91,79.1725,0.75,250.0,279.64,316.69
Original Grain,1899,4121,2018-07-24,121.75,91.32,100.582,0.75,487.0,365.28,402.328
Original Grain,1899,4122,2018-07-24,35.0,29.37,38.6325,0.75,140.0,117.48,154.53
Original Grain,1899,4210,2018-07-24,25.0,16.6,25.8625,0.75,100.0,66.4,103.45
Original Grain,1899,4120,2018-07-23,62.5,73.56,81.6475,0.75,250.0,294.24,326.59
Original Grain,1899,4121,2018-07-23,121.75,93.16,101.247,0.75,487.0,372.64,404.988
Original Grain,1899,4122,2018-07-23,35.0,27.85,35.9375,0.75,140.0,111.4,143.75
Original Grain,1899,4210,2018-07-23,25.0,17.33,25.4175,0.75,100.0,69.32,101.67
Original Grain,1899,4120,2018-07-22,62.5,72.92,85.68,0.75,250.0,291.68,342.72
Original Grain,1899,4121,2018-07-22,121.75,78.98,91.74,0.75,487.0,315.92,366.96
Original Grain,1899,4122,2018-07-22,35.0,23.42,36.18,0.75,140.0,93.68,144.72
Original Grain,1899,4210,2018-07-22,25.0,17.89,30.65,0.75,100.0,71.56,122.6
Original Grain,1899,4120,2018-07-21,62.5,77.79,93.5875,0.75,250.0,311.16,374.35
Original Grain,1899,4121,2018-07-21,121.75,70.86,86.6575,0.75,487.0,283.44,346.63
Original Grain,1899,4122,2018-07-21,35.0,15.23,31.0275,0.75,140.0,60.92,124.11
Original Grain,1899,4210,2018-07-21,25.0,17.18,32.9775,0.75,100.0,68.72,131.91
Original Grain,1899,4120,2018-07-20,62.5,85.58,98.945,0.75,250.0,342.32,395.78
Original Grain,1899,4121,2018-07-20,121.75,64.51,77.875,0.75,487.0,258.04,311.5
Original Grain,1899,4122,2018-07-20,35.0,21.56,34.925,0.75,140.0,86.24,139.7
Original Grain,1899,4210,2018-07-20,25.0,19.14,32.505,0.75,100.0,76.56,130.02
Original Grain,1899,4120,2018-07-19,62.5,86.27,96.8175,0.75,250.0,345.08,387.27
Original Grain,1899,4121,2018-07-19,121.75,72.04,82.5875,0.75,487.0,288.16,330.35
Original Grain,1899,4122,2018-07-19,35.0,24.33,34.8775,0.75,140.0,97.32,139.51
Original Grain,1899,4210,2018-07-19,25.0,19.42,29.9675,0.75,100.0,77.68,119.87
Original Grain,1899,4120,2018-07-18,80.25,83.08,96.1325,0.75,321.0,332.32,384.53
Original Grain,1899,4121,2018-07-18,121.75,69.24,82.2925,0.75,487.0,276.96,329.17
Original Grain,1899,4122,2018-07-18,27.5,24.89,37.9425,0.75,110.0,99.56,151.77
Original Grain,1899,4210,2018-07-18,20.0,20.08,33.1325,0.75,80.0,80.32,132.53
Original Grain,1899,4120,2018-07-17,80.25,71.07,92.5875,0.75,321.0,284.28,370.35
Original Grain,1899,4121,2018-07-17,96.75,50.18,71.6975,0.75,387.0,200.72,286.79
Original Grain,1899,4122,2018-07-17,27.5,23.14,44.6575,0.75,110.0,92.56,178.63
Original Grain,1899,4210,2018-07-17,45.0,19.04,40.5575,0.75,180.0,76.16,162.23
Original Grain,1899,4120,2018-07-16,80.25,72.79,92.69,0.75,321.0,291.16,370.76
Original Grain,1899,4121,2018-07-16,96.75,56.57,76.47,0.75,387.0,226.28,305.88
Original Grain,1899,4122,2018-07-16,27.5,21.4,41.3,0.75,110.0,85.6,165.2
Original Grain,1899,4210,2018-07-16,45.0,19.14,39.04,0.75,180.0,76.56,156.16
Original Grain,1899,4120,2018-07-15,80.25,66.64,87.5625,0.75,321.0,266.56,350.25
Original Grain,1899,4121,2018-07-15,96.75,50.89,71.8125,0.75,387.0,203.56,287.25
Original Grain,1899,4122,2018-07-15,27.5,29.44,50.3625,0.75,110.0,117.76,201.45
Original Grain,1899,4210,2018-07-15,45.0,18.84,39.7625,0.75,180.0,75.36,159.05
Pair of Thieves,1919,3218,2018-09-11,15.0,17.98,17.98,0.75,60.0,71.92,71.92
Pair of Thieves,1919,3223,2018-09-11,10.0,10.44,7.02,0.75,40.0,41.76,28.08
Pair of Thieves,1919,3218,2018-09-10,15.0,12.0,12.245,0.75,60.0,48.0,48.98
Pair of Thieves,1919,3223,2018-09-10,10.0,12.51,12.755,0.75,40.0,50.04,51.02
Pair of Thieves,1919,3218,2018-09-09,15.0,13.87,13.87,0.75,60.0,55.48,55.48
Pair of Thieves,1919,3223,2018-09-09,10.0,12.09,11.13,0.75,40.0,48.36,44.52
Pair of Thieves,1919,3218,2018-09-08,15.0,10.17,12.3,0.75,60.0,40.68,49.2
Pair of Thieves,1919,3223,2018-09-08,10.0,10.57,12.7,0.75,40.0,42.28,50.8
