ClientName,bid,cid,pred_date,dailylimit_date_before,ml_pred_spd,adjusted_spd
Vuori,1801,2379,2018-07-15,83.75,86.3,87.0276
Gaia,1751,2390,2018-07-15,129.166,123.13,123.13
Chubbies,1774,2391,2018-07-15,31.5,22.92,26.2
inkbox,1845,2393,2018-07-15,109.908,100.39,114.899
inkbox,1845,2394,2018-07-15,121.299,101.8,116.309
Hint,1654,2425,2018-07-15,41.968,50.72,41.968
FabFitFun,1840,2451,2018-07-15,333.5,227.82,251.143
Happy Socks,1838,2496,2018-07-15,8.0,13.12,13.3675
Vincero Collective,1864,2502,2018-07-15,160.25,164.71,189.75
Blink for Home,1867,2529,2018-07-15,60.0,71.51,86.1391
Blink for Home,1867,2530,2018-07-15,116.517,73.85,88.4791
Blink for Home,1867,2533,2018-07-15,159.25,133.13,147.759
Blink for Home,1867,2534,2018-07-15,14.5,13.26,27.8891
PrettyLitter,1874,2567,2018-07-15,12.5,7.65,9.11833
PrettyLitter,1874,2568,2018-07-15,18.25,16.23,17.6983
PrettyLitter,1874,2569,2018-07-15,6.25,6.87,8.33833
PrettyLitter,1874,2571,2018-07-15,21.25,24.99,26.4583
FabFitFun,1840,2619,2018-07-15,54.25,67.04,90.3626
Motiv,1796,2625,2018-07-15,3.14,2.37,3.14
Happy Socks,1838,2671,2018-07-15,40.0,52.37,52.6175
Glossier,1885,2737,2018-07-15,30.0,32.04,26.704
Glossier,1885,2741,2018-07-15,44.1301,38.32,32.572
Glossier,1885,2746,2018-07-15,31.5,58.31,49.5635
LaCantina Doors,967,2757,2018-07-15,9.0,5.98,9.0
Five Four,1781,2789,2018-07-15,70.0,52.62,53.7067
ICEMULE Coolers,1802,2794,2018-07-15,22.5,34.15,29.0275
ICEMULE Coolers,1802,2795,2018-07-15,10.0,3.87,2.8475
ICEMULE Coolers,1802,2797,2018-07-15,5.0,0.18,5.625
Mission Workshop,1793,2808,2018-07-15,3.75,10.97,10.97
Happy Socks,1838,2812,2018-07-15,60.0,59.59,59.8375
Five Four,1781,2832,2018-07-15,10.5,14.34,15.4267
New Republic,1906,2844,2018-07-15,36.5328,42.79,47.9174
New Republic,1906,2845,2018-07-15,31.0,28.04,33.1674
New Republic,1906,2847,2018-07-15,38.0,15.1,20.2274
True & Co.,1833,2852,2018-07-15,123.218,159.7,203.639
True & Co.,1833,2853,2018-07-15,160.293,119.97,163.909
True & Co.,1833,2854,2018-07-15,238.75,205.22,249.159
True & Co.,1833,2855,2018-07-15,103.582,89.26,133.199
BarkBox,1898,2859,2018-07-15,13.0,22.95,16.0395
BarkBox,1898,2862,2018-07-15,53.25,43.44,36.924
BarkBox,1898,2863,2018-07-15,33.0,29.16,24.786
True & Co.,1833,2866,2018-07-15,168.0,0.0,43.9385
Candy Club,1913,2938,2018-07-15,31.5,15.59,25.41
Candy Club,1913,2939,2018-07-15,12.5,6.08,15.9
Candy Club,1913,2940,2018-07-15,31.5,17.57,27.39
Candy Club,1913,2941,2018-07-15,11.25,2.15,11.97
Candy Club,1913,2942,2018-07-15,16.25,12.51,22.33
Glossier,1885,2949,2018-07-15,226.456,192.28,163.438
Glossier,1885,3108,2018-07-15,39.0,86.01,73.1085
FabFitFun,1840,3119,2018-07-15,40.5,59.88,83.2026
True Facet,1940,3175,2018-07-15,50.0,38.02,41.6677
True Facet,1940,3176,2018-07-15,18.75,20.31,23.9577
True Facet,1940,3179,2018-07-15,44.8408,40.87,44.5177
True Facet,1940,3180,2018-07-15,11.5,11.3,14.9477
Pair of Thieves,1919,3218,2018-07-15,44.0,32.41,38.0625
Pair of Thieves,1919,3219,2018-07-15,35.75,36.95,42.6025
Pair of Thieves,1919,3222,2018-07-15,49.75,38.63,44.2825
Pair of Thieves,1919,3223,2018-07-15,22.5,21.4,27.0525
Huckberry,1975,3245,2018-07-15,30.0,44.81,32.5231
Huckberry,1975,3246,2018-07-15,48.945,47.25,40.1625
Huckberry,1975,3249,2018-07-15,55.61,68.37,58.1145
Huckberry,1975,3251,2018-07-15,49.11,58.7,49.895
Huckberry,1975,3252,2018-07-15,28.9175,27.45,31.8874
FabFitFun,1840,3261,2018-07-15,360.885,403.09,426.413
FabFitFun,1840,3267,2018-07-15,450.25,341.3,364.623
Peragon,1960,3330,2018-07-15,18.75,19.27,19.27
Peragon,1960,3331,2018-07-15,4.09382,4.17,3.57382
Powerdot,1991,3358,2018-07-15,60.06,75.94,79.0582
Powerdot,1991,3359,2018-07-15,8.20071,0.61,3.7282
Powerdot,1991,3360,2018-07-15,49.25,41.86,44.9782
Rear View Safety,1989,3393,2018-07-15,7.25,6.37,6.37
Rear View Safety,1989,3396,2018-07-15,31.25,31.39,31.39
Rear View Safety,1989,3397,2018-07-15,4.68155,3.86,3.46155
Rear View Safety,1989,3398,2018-07-15,26.0,27.96,27.96
Augusta Sportswear,1942,3403,2018-07-15,36.25,35.67,37.6263
Augusta Sportswear,1942,3408,2018-07-15,9.30262,5.97,7.92631
AirFryer,1978,3467,2018-07-15,10.4306,0.0,13.7118
AirFryer,1978,3469,2018-07-15,1.4469,2.8,13.7118
AirFryer,1978,3470,2018-07-15,160.0,228.39,194.132
AirFryer,1978,3471,2018-07-15,20.2144,17.69,13.7118
AirFryer,1978,3472,2018-07-15,205.25,217.54,184.909
AirFryer,1978,3473,2018-07-15,18.8814,13.32,13.7118
My Organized Life,2024,3505,2018-07-15,21.5,14.55,14.9034
My Organized Life,2024,3506,2018-07-15,7.24313,7.88,8.23337
My Organized Life,2024,3509,2018-07-15,8.25,16.9,17.2534
My Organized Life,2024,3510,2018-07-15,4.83035,1.08,1.43337
Vincero Collective,1864,3528,2018-07-15,258.25,211.77,236.81
Lobster Sports,1993,3549,2018-07-15,17.0,19.76,19.76
Lobster Sports,1993,3552,2018-07-15,12.1675,13.41,9.4075
Care/of,1947,3564,2018-07-15,95.257,51.26,84.667
Care/of,1947,3567,2018-07-15,95.257,72.44,105.847
Leesa Canada,2031,3667,2018-07-15,3.53964,6.07,2.19794
Leesa Canada,2031,3668,2018-07-15,0.766202,0.49,2.19794
Leesa Canada,2031,3670,2018-07-15,12.5,17.59,14.9515
Leesa Canada,2031,3674,2018-07-15,12.5,15.98,9.95847
Glossier,1885,3685,2018-07-15,35.25,15.66,60.9505
EDC Skincare,2052,3696,2018-07-15,12.25,18.77,15.9545
EDC Skincare,2052,3697,2018-07-15,8.25,8.28,5.75118
EDC Skincare,2052,3698,2018-07-15,21.7,14.68,12.478
EDC Skincare,2052,3699,2018-07-15,7.45609,5.97,8.76091
EDC Skincare,2052,3700,2018-07-15,8.75,18.19,15.4615
DAILYLOOK,2043,3715,2018-07-15,12.75,9.96,12.516
DAILYLOOK,2043,3718,2018-07-15,34.0,33.52,36.076
DAILYLOOK,2043,3719,2018-07-15,34.5,34.51,37.066
DAILYLOOK,2043,3720,2018-07-15,33.5,24.22,26.776
DAILYLOOK,2043,3721,2018-07-15,39.75,39.51,42.066
Beachbody,1782,3752,2018-07-15,560.75,561.44,574.621
Beachbody,1782,3754,2018-07-15,367.011,339.96,353.141
Copper Chef,2040,3760,2018-07-15,10.0,46.3,17.0
Copper Chef,2040,3761,2018-07-15,5.0,29.16,1.5
Copper Chef,2040,3765,2018-07-15,5.0,5.4,1.5
Franklin Sports,2066,3768,2018-07-15,11.925,12.0,12.0994
Franklin Sports,2066,3769,2018-07-15,7.195,7.45,7.54938
Franklin Sports,2066,3771,2018-07-15,12.5275,9.75,9.84937
Franklin Sports,2066,3776,2018-07-15,10.11,12.16,12.2594
Anine Bing,2067,3783,2018-07-15,28.7,45.78,31.535
Anine Bing,2067,3786,2018-07-15,8.4,17.06,5.565
Cuddle and Kind,2030,3808,2018-07-15,27.5,46.73,39.7205
Cuddle and Kind,2030,3809,2018-07-15,18.0,21.54,6.9
Cuddle and Kind,2030,3810,2018-07-15,25.0,31.92,27.132
Cuddle and Kind,2030,3811,2018-07-15,9.0,3.99,6.9
Cuddle and Kind,2030,3812,2018-07-15,12.5,25.23,11.3475
Boat Outfitters,2065,3815,2018-07-15,28.5,30.17,25.6445
Boat Outfitters,2065,3817,2018-07-15,28.75,40.04,34.034
Boat Outfitters,2065,3819,2018-07-15,12.213,11.69,12.5031
Boat Outfitters,2065,3821,2018-07-15,13.8908,13.44,11.1722
New Republic,1906,3854,2018-07-15,39.25,39.42,44.5474
Ava Women,1729,3869,2018-07-15,15.4696,15.08,27.7452
Mega Slam Hoops,2034,3889,2018-07-15,1.54247,1.09,1.09999
Mega Slam Hoops,2034,3893,2018-07-15,28.5,27.91,27.92
Mega Slam Hoops,2034,3899,2018-07-15,32.4575,33.47,33.48
Biossance,2068,3910,2018-07-15,36.55,28.92,30.6755
Biossance,2068,3911,2018-07-15,30.0,33.82,35.5755
The Grand Voyage,1674,3912,2018-07-15,9.59129,2.14,9.24451
Powerdot,1991,3913,2018-07-15,25.5521,12.18,15.2982
Vincero Collective,1864,3915,2018-07-15,181.5,148.4,173.44
Office Chairs USA,2023,3918,2018-07-15,12.5,16.56,16.56
Office Chairs USA,2023,3919,2018-07-15,9.50467,15.12,3.16467
Office Chairs USA,2023,3921,2018-07-15,19.75,22.03,22.03
GlobeIn,1580,3923,2018-07-15,15.5,26.12,22.202
GlobeIn,1580,3924,2018-07-15,17.6355,19.58,6.71325
Public Rec Apparel,2084,3930,2018-07-15,28.75,54.09,45.9765
Public Rec Apparel,2084,3934,2018-07-15,9.0,5.01,4.70552
OHMConnect,2088,3992,2018-07-15,21.32,4.6,33.0567
OHMConnect,2088,3993,2018-07-15,22.36,0.0,28.4567
OHMConnect,2088,3994,2018-07-15,65.0,18.71,47.1667
Public Rec Apparel,2084,4016,2018-07-15,17.5,22.99,7.35277
Biossance,2068,4046,2018-07-15,16.4521,9.08,10.8355
Lenny & Larry's,2112,4054,2018-07-15,18.5,19.87,9.73203
Lenny & Larry's,2112,4057,2018-07-15,23.5,29.89,25.4065
Lenny & Larry's,2112,4058,2018-07-15,22.1125,20.68,17.578
Lenny & Larry's,2112,4059,2018-07-15,26.35,41.26,35.071
Factor 75,2111,4083,2018-07-15,101.5,83.8,133.037
Factor 75,2111,4085,2018-07-15,46.2575,25.02,74.2574
Factor 75,2111,4086,2018-07-15,188.799,79.67,128.907
Factor 75,2111,4087,2018-07-15,58.6808,51.21,100.447
Factor 75,2111,4088,2018-07-15,155.25,64.6,113.837
Original Grain,1899,4120,2018-07-15,80.25,66.64,87.5625
Original Grain,1899,4121,2018-07-15,96.75,50.89,71.8125
Original Grain,1899,4122,2018-07-15,27.5,29.44,50.3625
BarkBox,1898,4125,2018-07-15,25.0,12.51,29.0063
BarkBox,1898,4127,2018-07-15,12.5,10.16,29.0063
YogaClub,2039,4131,2018-07-15,25.0,14.98,17.6867
Jewlr,2116,4141,2018-07-15,6.25,27.05,10.51
Jewlr,2116,4147,2018-07-15,71.25,66.99,66.99
Goodlife Clothing,2119,4154,2018-07-15,5.52817,22.67,19.2695
Goodlife Clothing,2119,4155,2018-07-15,1.88519,2.02,1.88788
LaserAway,2099,4157,2018-07-15,47.325,46.95,48.9538
LaserAway,2099,4158,2018-07-15,13.0,12.18,14.1838
LaserAway,2099,4159,2018-07-15,6.25,0.92,2.92376
LaserAway,2099,4160,2018-07-15,2.75,1.26,3.26376
Lenny & Larry's,2112,4163,2018-07-15,12.817,13.61,15.4919
Original Grain,1899,4210,2018-07-15,45.0,18.84,39.7625
Teddy the Dog,2134,4238,2018-07-15,16.0,16.84,23.6812
Teddy the Dog,2134,4239,2018-07-15,30.75,11.52,18.3612
Teddy the Dog,2134,4241,2018-07-15,5.26359,3.13,9.9712
Goodlife Clothing,2119,4243,2018-07-15,14.75,22.6,2.12648
Goodlife Clothing,2119,4244,2018-07-15,3.00838,2.06,1.88788
Great Value Vacations,2132,4258,2018-07-15,7.5,9.21,7.8285
Great Value Vacations,2132,4259,2018-07-15,7.5,26.07,22.1595
Great Value Vacations,2132,4260,2018-07-15,7.5,7.9,1.887
Great Value Vacations,2132,4264,2018-07-15,7.5,0.72,2.8125
Biossance,2068,4274,2018-07-15,37.2,41.36,43.1155
AirFryer,1978,4276,2018-07-15,22.8377,13.0,13.7118
AirFryer,1978,4277,2018-07-15,18.0,50.34,9.46139
Public Rec Apparel,2084,4291,2018-07-15,7.49031,0.32,4.70552
Happy Socks,1838,4308,2018-07-15,20.0,20.75,20.9975
Happy Socks,1838,4309,2018-07-15,20.0,5.83,6.0775
FabFitFun,1840,4311,2018-07-15,113.0,113.32,136.643
Five Four,1781,4313,2018-07-15,7.0,17.28,18.3667
New Republic,1906,4317,2018-07-15,16.044,9.84,14.9674
YogaClub,2039,4319,2018-07-15,11.25,6.97,9.67667
BarkBox,1898,4320,2018-07-15,50.0,59.59,50.6515
BarkBox,1898,4321,2018-07-15,50.0,47.82,40.647
BarkBox,1898,4322,2018-07-15,118.75,156.14,132.719
Great Value Vacations,2132,4333,2018-07-15,7.5,0.0,2.8125
BarkBox,1898,4334,2018-07-15,31.25,31.73,26.9705
Public Goods,2144,4347,2018-07-15,26.0,15.21,23.91
Public Goods,2144,4348,2018-07-15,11.75,5.14,13.84
PrettyLitter,1874,4366,2018-07-15,17.5,16.19,17.6583
PrettyLitter,1874,4367,2018-07-15,11.75,6.76,8.22833
Happy Socks,1838,4398,2018-07-15,40.0,38.49,38.7375
Happy Socks,1838,4406,2018-07-15,48.0,44.63,44.8775
Happy Socks,1838,4407,2018-07-15,4.0,3.24,3.4875
YogaClub,2039,4411,2018-07-15,23.75,29.93,32.6367
Brian Gavin Diamonds,1538,925,2018-07-16,3.75,7.66,6.511
Brian Gavin Diamonds,1538,926,2018-07-16,6.09,7.04,3.978
Brian Gavin Diamonds,1538,954,2018-07-16,1.25,2.32,0.9255
GlobeIn,1580,1112,2018-07-16,17.2324,25.98,22.083
GlobeIn,1580,1124,2018-07-16,13.25,11.55,9.54269
Barbell Apparel,1641,1410,2018-07-16,8.0,13.42,9.92
Barbell Apparel,1641,1413,2018-07-16,32.5,33.45,33.45
Mystery Tackle Box,1656,1415,2018-07-16,12.25,12.07,12.1133
Mystery Tackle Box,1656,1432,2018-07-16,1.82,1.91,1.95333
Mystery Tackle Box,1656,1433,2018-07-16,1.81,1.77,1.81333
Teri Jon,1630,1477,2018-07-16,2.98118,1.89,2.69059
Teri Jon,1630,1478,2018-07-16,5.9,5.39,6.19059
The Grand Voyage,1674,1520,2018-07-16,20.9677,14.86,21.4745
Ava Women,1729,1670,2018-07-16,155.5,101.64,115.965
Ava Women,1729,1672,2018-07-16,7.70114,10.53,24.8552
Ava Women,1729,1673,2018-07-16,34.0,28.62,42.9452
Gaia,1751,1941,2018-07-16,135.5,129.93,130.195
Gaia,1751,1942,2018-07-16,26.0,31.69,31.9554
weboost,1757,1954,2018-07-16,25.9175,32.91,27.9735
weboost,1757,1955,2018-07-16,9.95461,6.86,7.06832
Brian Gavin Diamonds,1538,1967,2018-07-16,1.25,2.85,0.9255
weboost,1757,1989,2018-07-16,6.25,6.87,1.41279
weboost,1757,1990,2018-07-16,5.0,12.55,10.6675
Barbell Apparel,1641,2070,2018-07-16,26.5,23.63,23.63
Mission Workshop,1793,2107,2018-07-16,4.0,5.36,6.02667
Mission Workshop,1793,2108,2018-07-16,20.75,11.81,12.4767
Vuori,1801,2216,2018-07-16,38.7153,44.73,46.8326
Black by Brian Gavin,1752,2258,2018-07-16,15.5,2.31,15.5
Chubbies,1774,2279,2018-07-16,24.0,24.3,20.0345
Chubbies,1774,2280,2018-07-16,5.25,5.28,9.1125
Chipolo,1821,2318,2018-07-16,12.75,13.28,14.79
Chipolo,1821,2321,2018-07-16,7.0,6.37,7.88
Chipolo,1821,2322,2018-07-16,6.25,1.82,3.33
Vuori,1801,2379,2018-07-16,83.75,73.53,75.6327
Gaia,1751,2390,2018-07-16,129.166,128.25,128.515
Chubbies,1774,2391,2018-07-16,31.5,37.18,31.603
inkbox,1845,2393,2018-07-16,109.908,101.15,105.844
inkbox,1845,2394,2018-07-16,121.299,120.67,125.364
Hint,1654,2425,2018-07-16,41.968,61.83,41.968
FabFitFun,1840,2451,2018-07-16,333.5,249.05,272.269
Happy Socks,1838,2496,2018-07-16,34.0,18.27,27.28
Vincero Collective,1864,2502,2018-07-16,160.25,156.81,182.507
Blink for Home,1867,2529,2018-07-16,60.0,65.78,81.0016
Blink for Home,1867,2530,2018-07-16,116.517,76.71,91.9316
Blink for Home,1867,2533,2018-07-16,159.25,130.59,145.812
Blink for Home,1867,2534,2018-07-16,14.5,16.3,31.5216
PrettyLitter,1874,2567,2018-07-16,12.5,10.0,14.3
PrettyLitter,1874,2568,2018-07-16,18.25,18.38,22.68
PrettyLitter,1874,2569,2018-07-16,6.25,6.98,11.28
PrettyLitter,1874,2571,2018-07-16,21.25,0.0,4.3
Motiv,1796,2625,2018-07-16,3.14,2.6,3.14
Happy Socks,1838,2671,2018-07-16,60.0,58.22,67.23
Glossier,1885,2737,2018-07-16,50.0,45.59,48.5061
Glossier,1885,2741,2018-07-16,44.1301,43.71,46.6261
Glossier,1885,2746,2018-07-16,69.0,116.44,119.356
LaCantina Doors,967,2757,2018-07-16,9.0,6.53,9.0
Five Four,1781,2789,2018-07-16,70.0,53.03,53.8
ICEMULE Coolers,1802,2794,2018-07-16,22.5,37.91,31.875
ICEMULE Coolers,1802,2795,2018-07-16,10.0,4.35,2.8125
ICEMULE Coolers,1802,2797,2018-07-16,5.0,3.26,2.8125
Mission Workshop,1793,2808,2018-07-16,3.75,9.33,9.99667
Happy Socks,1838,2812,2018-07-16,68.0,68.26,77.27
Five Four,1781,2832,2018-07-16,10.5,13.96,14.73
New Republic,1906,2844,2018-07-16,36.5328,34.87,38.5234
New Republic,1906,2845,2018-07-16,31.0,31.42,35.0734
New Republic,1906,2847,2018-07-16,38.0,27.4,31.0534
True & Co.,1833,2852,2018-07-16,123.218,154.77,211.013
True & Co.,1833,2853,2018-07-16,160.293,111.15,167.393
True & Co.,1833,2854,2018-07-16,238.75,208.89,265.133
True & Co.,1833,2855,2018-07-16,103.582,34.29,90.5325
BarkBox,1898,2859,2018-07-16,13.0,18.15,15.4275
BarkBox,1898,2862,2018-07-16,53.25,38.46,32.691
BarkBox,1898,2863,2018-07-16,33.0,27.28,23.188
True & Co.,1833,2866,2018-07-16,168.0,3.53,59.7725
Candy Club,1913,2938,2018-07-16,31.5,17.84,27.48
Candy Club,1913,2939,2018-07-16,12.5,6.43,16.07
Candy Club,1913,2940,2018-07-16,31.5,14.96,24.6
Candy Club,1913,2941,2018-07-16,11.25,3.66,13.3
Candy Club,1913,2942,2018-07-16,16.25,11.91,21.55
Glossier,1885,2949,2018-07-16,226.456,144.42,147.336
Glossier,1885,3108,2018-07-16,62.5,125.24,128.156
FabFitFun,1840,3119,2018-07-16,40.5,73.41,96.6291
True Facet,1940,3175,2018-07-16,50.0,53.1,53.1
True Facet,1940,3176,2018-07-16,18.75,23.36,23.36
True Facet,1940,3179,2018-07-16,44.8408,46.03,46.03
True Facet,1940,3180,2018-07-16,11.5,10.41,2.60083
Pair of Thieves,1919,3218,2018-07-16,44.0,30.51,36.165
Pair of Thieves,1919,3219,2018-07-16,35.75,36.7,42.355
Pair of Thieves,1919,3222,2018-07-16,49.75,37.4,43.055
Pair of Thieves,1919,3223,2018-07-16,22.5,24.77,30.425
Huckberry,1975,3245,2018-07-16,42.5,45.13,45.6005
Huckberry,1975,3246,2018-07-16,48.945,44.04,44.5105
Huckberry,1975,3249,2018-07-16,80.61,79.07,79.5405
Huckberry,1975,3251,2018-07-16,49.11,53.41,53.8805
Huckberry,1975,3252,2018-07-16,28.9175,26.08,26.5505
FabFitFun,1840,3261,2018-07-16,360.885,428.41,451.629
FabFitFun,1840,3267,2018-07-16,450.25,341.77,364.989
Peragon,1960,3330,2018-07-16,24.25,23.34,23.34
Peragon,1960,3331,2018-07-16,4.09382,6.91,5.00382
Powerdot,1991,3358,2018-07-16,60.06,77.58,65.943
Powerdot,1991,3359,2018-07-16,8.20071,0.0,21.4594
Powerdot,1991,3360,2018-07-16,49.25,57.89,49.2065
Rear View Safety,1989,3393,2018-07-16,7.25,8.82,11.4104
Rear View Safety,1989,3396,2018-07-16,31.25,31.89,34.4804
Rear View Safety,1989,3397,2018-07-16,4.68155,3.65,6.24039
Rear View Safety,1989,3398,2018-07-16,26.0,14.46,17.0504
Augusta Sportswear,1942,3403,2018-07-16,36.25,34.67,36.8213
Augusta Sportswear,1942,3408,2018-07-16,9.30262,6.58,8.73131
AirFryer,1978,3467,2018-07-16,10.4306,8.23,11.4265
AirFryer,1978,3469,2018-07-16,1.4469,1.38,11.4265
AirFryer,1978,3470,2018-07-16,160.0,243.08,206.618
AirFryer,1978,3471,2018-07-16,20.2144,18.76,11.4265
AirFryer,1978,3472,2018-07-16,205.25,215.73,181.884
AirFryer,1978,3473,2018-07-16,18.8814,10.55,11.4265
My Organized Life,2024,3505,2018-07-16,14.0,15.99,15.9959
My Organized Life,2024,3506,2018-07-16,7.24313,7.66,7.66587
My Organized Life,2024,3509,2018-07-16,8.25,15.37,15.3759
My Organized Life,2024,3510,2018-07-16,12.3304,2.78,2.78587
Vincero Collective,1864,3528,2018-07-16,258.25,210.42,236.117
Lobster Sports,1993,3549,2018-07-16,17.0,18.92,18.92
Lobster Sports,1993,3552,2018-07-16,12.1675,13.93,10.2475
Care/of,1947,3564,2018-07-16,95.257,39.04,66.872
Care/of,1947,3567,2018-07-16,95.257,95.81,123.642
Leesa Canada,2031,3667,2018-07-16,3.53964,5.83,2.19794
Leesa Canada,2031,3668,2018-07-16,0.766202,0.64,2.19794
Leesa Canada,2031,3670,2018-07-16,12.5,27.74,23.579
Leesa Canada,2031,3674,2018-07-16,12.5,15.78,1.33097
Glossier,1885,3685,2018-07-16,50.0,9.19,12.1061
EDC Skincare,2052,3696,2018-07-16,12.25,17.75,18.0972
EDC Skincare,2052,3697,2018-07-16,8.25,6.78,7.12722
EDC Skincare,2052,3698,2018-07-16,21.7,22.48,22.8272
EDC Skincare,2052,3699,2018-07-16,7.45609,6.48,6.82722
EDC Skincare,2052,3700,2018-07-16,8.75,3.18,3.52722
DAILYLOOK,2043,3715,2018-07-16,12.75,14.06,17.03
DAILYLOOK,2043,3718,2018-07-16,34.0,30.76,33.73
DAILYLOOK,2043,3719,2018-07-16,34.5,29.35,32.32
DAILYLOOK,2043,3720,2018-07-16,33.5,22.51,25.48
DAILYLOOK,2043,3721,2018-07-16,39.75,42.97,45.94
Beachbody,1782,3752,2018-07-16,560.75,574.45,579.806
Beachbody,1782,3754,2018-07-16,367.011,342.6,347.956
Copper Chef,2040,3760,2018-07-16,10.0,39.0,17.0
Copper Chef,2040,3761,2018-07-16,5.0,25.35,1.5
Copper Chef,2040,3765,2018-07-16,5.0,4.71,1.5
Franklin Sports,2066,3768,2018-07-16,11.925,10.19,10.8269
Franklin Sports,2066,3769,2018-07-16,9.695,7.19,7.82688
Franklin Sports,2066,3771,2018-07-16,12.5275,9.93,10.5669
Franklin Sports,2066,3776,2018-07-16,7.61,11.9,12.5369
Anine Bing,2067,3783,2018-07-16,28.7,46.34,31.535
Anine Bing,2067,3786,2018-07-16,8.4,15.06,5.565
Cuddle and Kind,2030,3808,2018-07-16,27.5,44.65,37.9525
Cuddle and Kind,2030,3809,2018-07-16,18.0,18.43,6.9
Cuddle and Kind,2030,3810,2018-07-16,25.0,44.68,37.978
Cuddle and Kind,2030,3811,2018-07-16,9.0,3.52,6.9
Cuddle and Kind,2030,3812,2018-07-16,12.5,20.76,2.2695
Boat Outfitters,2065,3815,2018-07-16,28.5,31.73,26.9705
Boat Outfitters,2065,3817,2018-07-16,28.75,40.17,34.1445
Boat Outfitters,2065,3819,2018-07-16,12.213,12.34,9.73573
Boat Outfitters,2065,3821,2018-07-16,13.8908,12.32,12.5031
New Republic,1906,3854,2018-07-16,39.25,38.75,42.4034
Ava Women,1729,3869,2018-07-16,15.4696,14.58,28.9052
Mega Slam Hoops,2034,3889,2018-07-16,1.54247,1.36,1.26997
Mega Slam Hoops,2034,3893,2018-07-16,28.5,26.98,26.98
Mega Slam Hoops,2034,3899,2018-07-16,32.4575,34.25,34.25
Biossance,2068,3910,2018-07-16,36.55,27.97,29.753
Biossance,2068,3911,2018-07-16,30.0,31.36,33.143
The Grand Voyage,1674,3912,2018-07-16,9.59129,2.47,9.08451
Powerdot,1991,3913,2018-07-16,25.5521,17.44,6.45388
Vincero Collective,1864,3915,2018-07-16,181.5,155.68,181.377
Office Chairs USA,2023,3918,2018-07-16,12.5,14.59,14.59
Office Chairs USA,2023,3919,2018-07-16,9.50467,9.53,5.85467
Office Chairs USA,2023,3921,2018-07-16,19.75,21.31,21.31
GlobeIn,1580,3923,2018-07-16,15.5,26.44,22.474
GlobeIn,1580,3924,2018-07-16,17.6355,18.57,9.51825
Public Rec Apparel,2084,3930,2018-07-16,28.75,52.42,44.557
Public Rec Apparel,2084,3934,2018-07-16,9.0,4.53,4.70552
OHMConnect,2088,3992,2018-07-16,21.32,8.87,30.4533
OHMConnect,2088,3993,2018-07-16,22.36,1.19,22.7733
OHMConnect,2088,3994,2018-07-16,65.0,33.87,55.4533
Public Rec Apparel,2084,4016,2018-07-16,17.5,21.59,8.77227
Biossance,2068,4046,2018-07-16,16.4521,9.39,11.173
Lenny & Larry's,2112,4054,2018-07-16,18.5,18.69,18.69
Lenny & Larry's,2112,4057,2018-07-16,23.5,24.45,24.45
Lenny & Larry's,2112,4058,2018-07-16,39.6125,21.66,21.66
Lenny & Larry's,2112,4059,2018-07-16,26.35,41.62,41.62
Factor 75,2111,4083,2018-07-16,101.5,77.19,131.187
Factor 75,2111,4085,2018-07-16,46.2575,24.31,78.3074
Factor 75,2111,4086,2018-07-16,188.799,62.48,116.477
Factor 75,2111,4087,2018-07-16,93.6808,64.33,118.327
Factor 75,2111,4088,2018-07-16,155.25,87.19,141.187
Original Grain,1899,4120,2018-07-16,80.25,72.79,92.69
Original Grain,1899,4121,2018-07-16,96.75,56.57,76.47
Original Grain,1899,4122,2018-07-16,27.5,21.4,41.3
BarkBox,1898,4125,2018-07-16,25.0,12.34,7.752
BarkBox,1898,4127,2018-07-16,12.5,10.62,58.0125
YogaClub,2039,4131,2018-07-16,25.0,23.99,19.431
YogaClub,2039,4132,2018-07-16,65.0,36.95,31.4075
Jewlr,2116,4141,2018-07-16,6.25,19.49,5.1
Jewlr,2116,4147,2018-07-16,71.25,72.4,72.4
Goodlife Clothing,2119,4154,2018-07-16,18.0282,27.89,23.7065
Goodlife Clothing,2119,4155,2018-07-16,9.38519,2.62,1.21698
LaserAway,2099,4157,2018-07-16,47.325,40.75,44.0888
LaserAway,2099,4158,2018-07-16,13.0,12.35,15.6888
LaserAway,2099,4159,2018-07-16,6.25,1.37,4.70876
LaserAway,2099,4160,2018-07-16,2.75,1.5,4.83876
Lenny & Larry's,2112,4163,2018-07-16,12.817,15.16,14.3594
Original Grain,1899,4210,2018-07-16,45.0,19.14,39.04
Teddy the Dog,2134,4238,2018-07-16,16.0,17.05,23.5245
Teddy the Dog,2134,4239,2018-07-16,30.75,13.67,20.1445
Teddy the Dog,2134,4241,2018-07-16,5.26359,1.87,8.34453
Goodlife Clothing,2119,4243,2018-07-16,14.75,20.85,17.7225
Goodlife Clothing,2119,4244,2018-07-16,8.00838,2.3,7.52576
Great Value Vacations,2132,4258,2018-07-16,7.5,8.11,6.8935
Great Value Vacations,2132,4259,2018-07-16,7.5,24.72,21.012
Great Value Vacations,2132,4260,2018-07-16,7.5,7.61,3.9695
Great Value Vacations,2132,4264,2018-07-16,7.5,5.93,2.8125
Biossance,2068,4274,2018-07-16,37.2,44.35,46.133
AirFryer,1978,4276,2018-07-16,22.8377,20.05,11.4265
