ClientName,bid,cid,pred_date,dailylimit_date_before,ml_pred_spd,adjusted_spd
Gunnar Optiks,1912,4427,2018-08-08,28.0,42.9,47.37
Blink for Home,1867,2533,2018-08-08,66.984,75.34,69.1873
Blink for Home,1867,2534,2018-08-08,14.5,13.75,12.25
ICEMULE Coolers,1802,2795,2018-08-08,2.5,2.11,1.9025
Public Goods,2144,4348,2018-08-08,9.5,5.43,13.965
Care/of,1947,3564,2018-08-08,59.5,56.16,73.21
Ava Women,1729,1670,2018-08-08,193.0,190.44,192.52
Care/of,1947,3567,2018-08-08,40.5,9.74,26.79
The Grand Voyage,1674,1520,2018-08-08,20.9677,16.25,20.7895
Aurate,1935,3057,2018-08-08,178.75,122.11,145.733
Aurate,1935,3058,2018-08-08,100.0,21.92,45.5433
Aurate,1935,3059,2018-08-08,37.5,44.31,67.9333
Verb Products,1600,4395,2018-08-09,8.75,10.43,12.7963
PrettyLitter,1874,2567,2018-08-09,12.5,4.99,8.32833
PrettyLitter,1874,2568,2018-08-09,29.5,18.4,21.7383
PrettyLitter,1874,2569,2018-08-09,10.0,10.25,13.5883
Ace Adventure Resort,1827,4484,2018-08-09,5.0,4.71,4.71
PrettyLitter,1874,2571,2018-08-09,26.25,26.6,29.9383
Aurate,1935,4433,2018-08-09,45.0,49.85,67.2033
Barbell Apparel,1641,2070,2018-08-09,26.5,27.73,16.8938
Dr. Ho's,1985,4441,2018-08-09,30.7075,32.89,33.8338
Original Grain,1899,4120,2018-08-09,30.75,43.72,14.3885
Original Grain,1899,4121,2018-08-09,41.75,107.07,85.9215
Original Grain,1899,4122,2018-08-09,27.5,25.47,12.345
Dr. Ho's,1985,4442,2018-08-09,45.0,40.93,41.8737
Huckberry,1975,3249,2018-08-09,20.0,35.4,29.2225
Ava Women,1729,1672,2018-08-09,16.75,18.12,19.445
Organifi,2150,4451,2018-08-09,10.5,11.69,11.69
Jewlr,2116,4141,2018-08-09,16.25,0.0,9.34667
FabFitFun,1840,3119,2018-08-09,107.45,118.38,153.177
Jewlr,2116,4145,2018-08-09,18.75,22.86,32.2067
PrettyLitter,1874,4366,2018-08-09,22.5,24.0,27.3383
Jewlr,2116,4147,2018-08-09,43.75,27.85,37.1967
Gobble,1841,4361,2018-08-09,75.0,62.95,68.995
Goodlife Clothing,2119,4154,2018-08-09,43.75,39.57,39.57
Mission Workshop,1793,2107,2018-08-09,6.09,5.67,5.67
Mission Workshop,1793,2108,2018-08-09,18.37,21.37,21.37
LaserAway,2099,4157,2018-08-09,47.325,47.61,49.2838
LaserAway,2099,4158,2018-08-09,13.0,12.31,13.9838
LaserAway,2099,4159,2018-08-09,6.25,1.19,2.86376
LaserAway,2099,4160,2018-08-09,2.75,1.52,3.19376
Motiv,1796,2625,2018-08-09,3.14,1.85,3.14
Lenny & Larry's,2112,4163,2018-08-09,31.5,13.21,22.958
FuelX Marketing,1750,3655,2018-08-09,10.0,9.9,10.0
Public Goods,2144,4401,2018-08-09,13.0,1.22,9.255
Strideline Socks,2131,4384,2018-08-09,40.0,33.4,38.055
Sinister Manufacturing,1701,1616,2018-08-09,4.5,8.28,9.59
Leesa Canada,2031,3667,2018-08-09,25.0,8.94,52.1175
Leesa Canada,2031,3668,2018-08-09,25.0,2.57,45.7475
Gymboree,1878,2830,2018-08-09,82.5,94.04,92.1592
Leesa Canada,2031,3670,2018-08-09,125.0,51.52,94.6975
Leesa Canada,2031,3674,2018-08-09,75.0,14.26,57.4375
PrettyLitter,1874,4367,2018-08-09,11.75,8.23,11.5683
Sinister Manufacturing,1701,1630,2018-08-09,16.25,7.97,9.28
Sinister Manufacturing,1701,1631,2018-08-09,4.5,5.07,6.38
Home Chef,2032,3681,2018-08-09,55.8571,55.76,56.0796
Home Chef,2032,3683,2018-08-09,5.0,4.67,4.98963
Blinds.com,1939,3172,2018-08-09,17.5,20.3,24.475
True Facet,1940,3175,2018-08-09,50.0,48.71,61.725
True Facet,1940,3176,2018-08-09,43.75,30.33,43.345
True Facet,1940,3179,2018-08-09,70.0,40.41,53.425
Home Chef,2032,3692,2018-08-09,118.0,115.78,116.1
Home Chef,2032,3693,2018-08-09,30.451,31.53,31.8496
Happy Socks,1838,2671,2018-08-09,106.0,61.15,76.3471
EDC Skincare,2052,3696,2018-08-09,4.75,7.6,6.49621
EDC Skincare,2052,3697,2018-08-09,9.25,7.19,6.14575
EDC Skincare,2052,3698,2018-08-09,12.795,20.2,17.2662
EDC Skincare,2052,3699,2018-08-09,6.25,6.1,5.70705
EDC Skincare,2052,3700,2018-08-09,6.25,7.12,3.67976
Blinds.com,1939,3198,2018-08-09,42.5,38.58,42.755
Blinds.com,1939,3201,2018-08-09,15.0,19.05,23.225
Blinds.com,1939,3202,2018-08-09,45.0,25.37,29.545
DAILYLOOK,2043,3715,2018-08-09,34.0,13.74,25.3825
DAILYLOOK,2043,3718,2018-08-09,34.0,12.05,23.6925
DAILYLOOK,2043,3719,2018-08-09,55.5,59.23,70.8725
DAILYLOOK,2043,3720,2018-08-09,33.5,25.41,37.0525
True Facet,1940,3180,2018-08-09,36.25,28.49,41.505
Teddy the Dog,2134,4238,2018-08-09,16.0,20.08,23.42
Teddy the Dog,2134,4239,2018-08-09,30.75,24.93,28.27
Teddy the Dog,2134,4241,2018-08-09,11.5,3.22,6.56
Pair of Thieves,1919,3218,2018-08-09,50.0,49.65,52.3325
Pair of Thieves,1919,3219,2018-08-09,37.5,34.86,37.5425
Goodlife Clothing,2119,4244,2018-08-09,12.5,5.45,1.84
Pair of Thieves,1919,3222,2018-08-09,37.5,33.26,35.9425
Pair of Thieves,1919,3223,2018-08-09,22.5,19.0,21.6825
weboost,1757,1989,2018-08-09,11.25,8.29,2.52461
Great Value Vacations,2132,4258,2018-08-09,5.0,3.97,1.58
Great Value Vacations,2132,4259,2018-08-09,2.5,18.26,18.26
Great Value Vacations,2132,4260,2018-08-09,10.0,4.07,4.07
Teri Jon,1630,1478,2018-08-09,2.9,4.35,4.35
Coola Suncare,2133,4263,2018-08-09,20.8969,17.75,22.2434
Vuori,1801,2216,2018-08-09,43.4653,39.69,39.8276
Huckberry,1975,3245,2018-08-09,27.5,44.03,36.3465
Huckberry,1975,3246,2018-08-09,31.445,28.25,23.3202
Ava Women,1729,3869,2018-08-09,22.75,14.85,16.175
Copper Chef,2040,3760,2018-08-09,21.0,34.71,30.8919
Copper Chef,2040,3761,2018-08-09,7.0,7.36,0.2581
Biossance,2068,4274,2018-08-09,31.25,33.37,34.38
Huckberry,1975,3251,2018-08-09,25.0,28.07,14.5968
Huckberry,1975,3252,2018-08-09,21.4175,23.13,21.8764
Copper Chef,2040,3765,2018-08-09,7.0,4.2,3.85
Franklin Sports,2066,3768,2018-08-09,6.925,8.99,9.09188
Franklin Sports,2066,3769,2018-08-09,9.695,8.57,8.67188
Franklin Sports,2066,3771,2018-08-09,11.2775,11.33,11.4319
FabFitFun,1840,3261,2018-08-09,360.885,392.1,426.897
Verb Products,1600,1215,2018-08-09,21.75,14.77,17.1363
Franklin Sports,2066,3776,2018-08-09,13.86,12.46,12.5619
Powerdot,1991,3360,2018-08-09,49.25,54.0,52.92
FabFitFun,1840,3267,2018-08-09,450.25,354.72,389.517
LaCantina Doors,967,2757,2018-08-09,9.0,7.91,9.0
Anine Bing,2067,3783,2018-08-09,31.1,19.48,32.99
Anine Bing,2067,3786,2018-08-09,15.4,0.0,13.51
Coola Suncare,2133,4305,2018-08-09,25.0,19.16,23.6534
Black by Brian Gavin,1752,2258,2018-08-09,15.5,1.45,15.5
Happy Socks,1838,4308,2018-08-09,20.0,17.03,32.2271
Happy Socks,1838,4309,2018-08-09,20.0,12.09,27.2871
FabFitFun,1840,4311,2018-08-09,105.0,86.24,121.037
Gobble,1841,4509,2018-08-09,12.5,12.48,18.525
Cuddle and Kind,2030,3808,2018-08-09,35.0,49.39,50.236
Cuddle and Kind,2030,3809,2018-08-09,30.5,27.46,28.306
Cuddle and Kind,2030,3810,2018-08-09,15.5,27.15,27.996
Cuddle and Kind,2030,3811,2018-08-09,36.5,10.26,11.106
Cuddle and Kind,2030,3812,2018-08-09,7.5,6.51,7.356
Olivers Apparel,1798,2277,2018-08-09,22.8,15.69,18.8169
Olivers Apparel,1798,2278,2018-08-09,18.5465,19.08,22.2069
Boat Outfitters,2065,3815,2018-08-09,30.25,30.85,30.85
Boat Outfitters,2065,3817,2018-08-09,36.22,29.93,29.93
ICEMULE Coolers,1802,2794,2018-08-09,15.0,24.15,16.8575
Boat Outfitters,2065,3819,2018-08-09,2.9825,10.92,10.6825
Boat Outfitters,2065,3821,2018-08-09,13.9,11.89,11.89
Ace Adventure Resort,1827,4478,2018-08-09,5.0,5.0,5.0
Mission Workshop,1793,2808,2018-08-09,4.04,3.94,1.46
Happy Socks,1838,2812,2018-08-09,136.0,114.92,130.117
Happy Socks,1838,4407,2018-08-09,24.0,20.78,35.9771
Peragon,1960,3330,2018-08-09,16.75,23.59,23.59
Peragon,1960,3331,2018-08-09,11.5938,8.15,4.75382
Olivers Apparel,1798,2276,2018-08-09,25.499,23.49,26.6169
Gunnar Optiks,1912,2823,2018-08-09,26.5,11.13,14.42
Gunnar Optiks,1912,2825,2018-08-09,28.75,14.01,17.3
Gymboree,1878,2826,2018-08-09,81.25,100.65,98.637
Gymboree,1878,2827,2018-08-09,51.25,52.06,51.0188
Gobble,1841,4364,2018-08-09,12.5,13.01,19.055
Gymboree,1878,2829,2018-08-09,20.0,8.7,5.95
Chipolo,1821,2318,2018-08-09,12.75,12.66,13.49
Gymboree,1878,2831,2018-08-09,35.0,27.5,9.6726
Chipolo,1821,2321,2018-08-09,7.0,9.34,10.17
Chipolo,1821,2322,2018-08-09,6.25,1.51,2.34
Ace Adventure Resort,1827,4483,2018-08-09,1.25,1.27,1.27
Threadbeast,1897,2836,2018-08-09,50.0,40.08,44.1733
Threadbeast,1897,2838,2018-08-09,10.0,17.69,21.7833
Threadbeast,1897,2839,2018-08-09,72.0,49.0,53.0933
Threadbeast,1897,2840,2018-08-09,100.0,111.79,115.883
prAna,1882,3353,2018-08-09,15.3941,20.97,22.942
New Republic,1906,2844,2018-08-09,60.0,72.77,93.1567
New Republic,1906,2845,2018-08-09,102.5,48.85,69.2367
Powerdot,1991,3358,2018-08-09,60.06,69.94,68.5412
Powerdot,1991,3359,2018-08-09,8.20071,2.27,2.86126
New Republic,1906,2848,2018-08-09,25.0,4.72,25.1067
Strideline Socks,2131,4386,2018-08-09,60.0,57.29,61.945
True & Co.,1833,2852,2018-08-09,187.5,186.78,190.182
True & Co.,1833,2853,2018-08-09,112.5,121.74,125.143
True & Co.,1833,2854,2018-08-09,237.5,207.88,211.283
True & Co.,1833,2855,2018-08-09,62.5,69.99,73.3925
Shopkick,2123,4231,2018-08-09,6.25,7.51,7.51
Great Value Vacations,2132,4264,2018-08-09,5.75,9.74,9.74
Happy Socks,1838,4398,2018-08-09,116.0,107.76,122.957
Mega Slam Hoops,2034,3889,2018-08-09,1.75,0.94,12.0887
Nanit,1941,4404,2018-08-09,22.5,20.77,20.77
Mega Slam Hoops,2034,3893,2018-08-09,60.7075,39.22,50.3688
Happy Socks,1838,4406,2018-08-09,120.0,101.89,117.087
Ava Women,1729,1673,2018-08-09,17.5,18.92,20.245
Ace Adventure Resort,1827,4482,2018-08-09,5.5,5.49,5.49
Nanit,1941,3388,2018-08-09,12.5,26.48,26.48
Rear View Safety,1989,3393,2018-08-09,14.75,7.16,2.97701
Threadbeast,1897,4418,2018-08-09,17.5,4.62,8.71333
Rear View Safety,1989,3396,2018-08-09,23.75,27.31,25.6474
Rear View Safety,1989,3397,2018-08-09,10.5,4.43,3.805
Rear View Safety,1989,3398,2018-08-09,13.5,32.02,30.0706
Biossance,2068,3911,2018-08-09,20.0,21.17,22.18
The Grand Voyage,1674,3912,2018-08-09,9.59129,5.22,9.11951
Powerdot,1991,3913,2018-08-09,25.5521,26.69,18.7403
Vincero Collective,1864,3915,2018-08-09,181.5,176.81,177.347
Home Chef,2032,4066,2018-08-09,7.5,7.47,7.78963
Office Chairs USA,2023,3918,2018-08-09,22.0,13.32,18.065
Aurate,1935,4432,2018-08-09,38.75,32.54,49.8933
Office Chairs USA,2023,3921,2018-08-09,19.75,18.94,23.685
Gaia,1751,2390,2018-08-09,129.166,109.59,118.792
inkbox,1845,2393,2018-08-09,12.5,23.4,7.5
inkbox,1845,2394,2018-08-09,12.5,60.9,17.5
Gobble,1841,4448,2018-08-09,62.5,47.34,53.385
Olivers Apparel,1798,4449,2018-08-09,20.652,16.73,19.8569
Verb Products,1600,4450,2018-08-09,21.2514,20.76,23.1263
Goodlife Clothing,2119,4155,2018-08-09,32.5,30.73,30.73
Organifi,2150,4452,2018-08-09,27.5,29.64,29.64
Organifi,2150,4453,2018-08-09,27.5,26.37,26.37
Organifi,2150,4454,2018-08-09,11.5,15.59,15.59
Organifi,2150,4455,2018-08-09,9.25,9.63,3.19
Organifi,2150,4456,2018-08-09,25.0,24.77,24.77
Porter Road,2160,4466,2018-08-09,25.0,27.95,25.0
Goodlife Clothing,2119,4243,2018-08-09,34.75,51.36,51.36
Shopkick,2123,4470,2018-08-09,6.25,6.78,4.99
Ace Adventure Resort,1827,4476,2018-08-09,5.0,5.21,5.21
Ace Adventure Resort,1827,4477,2018-08-09,2.0,1.98,1.98
Original Grain,1899,4210,2018-08-09,25.0,12.97,12.345
Ace Adventure Resort,1827,4479,2018-08-09,6.3,6.37,6.37
Ace Adventure Resort,1827,4480,2018-08-09,1.25,1.18,1.18
Gymboree,1878,3457,2018-08-09,27.5,40.88,40.0624
Barbell Apparel,1641,1410,2018-08-09,8.0,14.48,13.81
Verb Products,1600,3971,2018-08-09,12.5,8.78,11.1463
Verb Products,1600,3972,2018-08-09,13.75,11.43,13.7963
Barbell Apparel,1641,1413,2018-08-09,32.5,45.72,36.2962
Vincero Collective,1864,2502,2018-08-09,160.25,158.63,159.167
ICEMULE Coolers,1802,2797,2018-08-09,3.25,2.05,1.94625
Threadbeast,1897,3986,2018-08-09,56.25,58.01,62.1033
FabFitFun,1840,2451,2018-08-09,333.5,231.66,266.457
Gaia,1751,1941,2018-08-09,135.5,127.84,137.042
Gaia,1751,1942,2018-08-09,26.0,25.63,34.8321
OHMConnect,2088,3992,2018-08-09,25.0,20.45,26.255
OHMConnect,2088,3993,2018-08-09,12.5,5.44,11.245
Gobble,1841,4508,2018-08-09,5.0,3.98,10.025
Brian Gavin Diamonds,1538,925,2018-08-09,3.75,6.6,3.67878
Brian Gavin Diamonds,1538,926,2018-08-09,6.09,7.82,6.36462
Aurate,1935,3056,2018-08-09,100.0,83.63,100.983
weboost,1757,1954,2018-08-09,6.25,8.83,8.83
weboost,1757,1955,2018-08-09,9.95461,11.27,11.27
Great Value Vacations,2132,4333,2018-08-09,21.75,11.35,11.35
Biossance,2068,3910,2018-08-09,28.75,33.51,34.52
Nanit,1941,4008,2018-08-09,15.0,8.98,2.75
Gobble,1841,4362,2018-08-09,70.0,61.47,67.515
Brian Gavin Diamonds,1538,1967,2018-08-09,1.25,3.03,1.1483
Ace Adventure Resort,1827,4481,2018-08-09,4.25,4.34,4.34
My Organized Life,2024,3506,2018-08-09,6.75,6.29,6.89667
My Organized Life,2024,3509,2018-08-09,4.5,7.47,8.07667
My Organized Life,2024,3510,2018-08-09,9.5,5.17,5.77667
Brian Gavin Diamonds,1538,954,2018-08-09,1.25,1.21,1.1483
Vuori,1801,2379,2018-08-09,79.0,82.5,82.6376
prAna,1882,4036,2018-08-09,26.25,16.73,18.702
Teri Jon,1630,1477,2018-08-09,1.98118,2.03,0.53118
weboost,1757,1990,2018-08-09,10.0,14.32,14.32
weboost,1757,1991,2018-08-09,10.0,10.51,10.51
Vincero Collective,1864,3528,2018-08-09,258.25,262.95,263.487
Biossance,2068,4046,2018-08-09,20.0,7.91,8.92
Lenny & Larry's,2112,4054,2018-08-09,27.5,17.23,26.978
Lenny & Larry's,2112,4057,2018-08-09,28.75,9.17,18.918
Lenny & Larry's,2112,4058,2018-08-09,19.25,14.38,24.128
Lenny & Larry's,2112,4059,2018-08-09,14.2,18.47,28.218
Blink for Home,1867,2529,2018-08-09,30.0,77.14,7.99171
Blink for Home,1867,2530,2018-08-09,38.5165,36.28,14.46
Gunnar Optiks,1912,4427,2018-08-09,28.0,48.24,51.53
Blink for Home,1867,2533,2018-08-09,66.984,140.1,113.089
Blink for Home,1867,2534,2018-08-09,14.5,15.21,14.46
ICEMULE Coolers,1802,2795,2018-08-09,2.5,2.93,1.94625
Public Goods,2144,4348,2018-08-09,9.5,5.21,13.245
Ava Women,1729,1670,2018-08-09,193.0,192.81,194.135
The Grand Voyage,1674,1520,2018-08-09,20.9677,17.54,21.4395
Aurate,1935,3057,2018-08-09,178.75,118.53,135.883
Aurate,1935,3058,2018-08-09,100.0,24.91,42.2633
Aurate,1935,3059,2018-08-09,37.5,86.42,103.773
Verb Products,1600,4395,2018-08-10,8.75,9.73,11.5903
PrettyLitter,1874,2567,2018-08-10,12.5,5.97,13.2633
PrettyLitter,1874,2568,2018-08-10,29.5,13.99,21.2833
PrettyLitter,1874,2569,2018-08-10,10.0,10.51,17.8033
Ace Adventure Resort,1827,4484,2018-08-10,5.0,5.15,5.15
PrettyLitter,1874,2571,2018-08-10,42.5,25.92,33.2133
Aurate,1935,4433,2018-08-10,45.0,52.07,74.2533
Barbell Apparel,1641,2070,2018-08-10,26.5,29.14,21.7846
Dr. Ho's,1985,4441,2018-08-10,30.7075,40.33,31.8975
Original Grain,1899,4120,2018-08-10,30.75,29.29,17.8516
Original Grain,1899,4121,2018-08-10,41.75,102.71,82.2584
Original Grain,1899,4122,2018-08-10,27.5,26.36,12.445
Dr. Ho's,1985,4442,2018-08-10,45.0,43.81,43.81
Huckberry,1975,3249,2018-08-10,20.0,32.56,27.143
Ava Women,1729,1672,2018-08-10,16.75,16.34,23.255
Organifi,2150,4451,2018-08-10,10.5,10.99,10.99
Jewlr,2116,4141,2018-08-10,16.25,0.0,9.42667
FabFitFun,1840,3119,2018-08-10,107.45,121.96,151.481
Jewlr,2116,4145,2018-08-10,18.75,25.2,34.6267
PrettyLitter,1874,4366,2018-08-10,22.5,20.89,28.1833
Jewlr,2116,4147,2018-08-10,43.75,25.27,34.6967
Gobble,1841,4361,2018-08-10,75.0,65.48,70.3483
Goodlife Clothing,2119,4154,2018-08-10,43.75,45.83,44.9134
Mission Workshop,1793,2107,2018-08-10,5.72,5.11,5.11
Mission Workshop,1793,2108,2018-08-10,20.22,23.22,23.22
LaserAway,2099,4157,2018-08-10,47.325,45.79,47.5438
LaserAway,2099,4158,2018-08-10,13.0,12.58,14.3338
LaserAway,2099,4159,2018-08-10,6.25,1.34,3.09376
LaserAway,2099,4160,2018-08-10,2.75,2.6,4.35376
Motiv,1796,2625,2018-08-10,3.14,2.99,3.14
Lenny & Larry's,2112,4163,2018-08-10,31.5,13.7,21.685
FuelX Marketing,1750,3655,2018-08-10,10.0,8.2,10.0
Public Goods,2144,4401,2018-08-10,13.0,1.43,7.915
Strideline Socks,2131,4384,2018-08-10,40.0,34.9,37.62
Sinister Manufacturing,1701,1616,2018-08-10,4.5,7.45,11.2233
Leesa Canada,2031,3667,2018-08-10,25.0,7.78,54.3875
Leesa Canada,2031,3668,2018-08-10,25.0,3.71,50.3175
Gymboree,1878,2830,2018-08-10,82.5,98.6,96.628
Leesa Canada,2031,3670,2018-08-10,125.0,33.33,79.9375
Leesa Canada,2031,3674,2018-08-10,75.0,18.75,65.3575
PrettyLitter,1874,4367,2018-08-10,11.75,7.71,15.0033
Sinister Manufacturing,1701,1630,2018-08-10,16.25,1.24,5.01333
Sinister Manufacturing,1701,1631,2018-08-10,4.5,5.24,9.01333
Home Chef,2032,3681,2018-08-10,55.8571,57.38,59.8476
Home Chef,2032,3683,2018-08-10,5.0,4.69,7.15763
Blinds.com,1939,3172,2018-08-10,17.5,18.97,23.5725
True Facet,1940,3175,2018-08-10,50.0,38.31,51.1225
True Facet,1940,3176,2018-08-10,43.75,40.86,53.6725
True Facet,1940,3179,2018-08-10,70.0,37.51,50.3225
Home Chef,2032,3692,2018-08-10,118.0,106.65,109.118
Home Chef,2032,3693,2018-08-10,30.451,28.51,30.9776
Happy Socks,1838,2671,2018-08-10,52.0,63.25,12.09
EDC Skincare,2052,3696,2018-08-10,4.75,8.27,5.86928
EDC Skincare,2052,3697,2018-08-10,9.25,6.99,5.70353
EDC Skincare,2052,3698,2018-08-10,12.795,25.89,18.3743
EDC Skincare,2052,3699,2018-08-10,6.25,5.9,5.70353
EDC Skincare,2052,3700,2018-08-10,6.25,7.38,3.64435
Blinds.com,1939,3198,2018-08-10,42.5,39.21,43.8125
Blinds.com,1939,3201,2018-08-10,15.0,16.19,20.7925
Blinds.com,1939,3202,2018-08-10,45.0,27.22,31.8225
DAILYLOOK,2043,3715,2018-08-10,34.0,14.0,23.97
DAILYLOOK,2043,3718,2018-08-10,34.0,14.69,24.66
DAILYLOOK,2043,3719,2018-08-10,55.5,67.31,77.28
DAILYLOOK,2043,3720,2018-08-10,33.5,21.12,31.09
True Facet,1940,3180,2018-08-10,36.25,32.07,44.8825
Teddy the Dog,2134,4238,2018-08-10,16.0,19.28,22.35
Teddy the Dog,2134,4239,2018-08-10,30.75,26.58,29.65
Teddy the Dog,2134,4241,2018-08-10,11.5,3.18,6.25
Pair of Thieves,1919,3218,2018-08-10,55.0,63.4,69.35
Pair of Thieves,1919,3219,2018-08-10,40.0,35.24,41.19
Goodlife Clothing,2119,4244,2018-08-10,12.5,2.98,2.47
Pair of Thieves,1919,3222,2018-08-10,50.0,31.61,37.56
Pair of Thieves,1919,3223,2018-08-10,30.0,20.95,26.9
Great Value Vacations,2132,4258,2018-08-10,5.0,4.27,4.58
Great Value Vacations,2132,4259,2018-08-10,2.5,17.13,17.44
Great Value Vacations,2132,4260,2018-08-10,10.0,4.35,4.66
Teri Jon,1630,1478,2018-08-10,2.9,4.79,4.79
Coola Suncare,2133,4263,2018-08-10,20.8969,15.06,20.6784
Vuori,1801,2216,2018-08-10,43.4653,40.21,31.4453
Huckberry,1975,3245,2018-08-10,27.5,44.43,37.0382
Huckberry,1975,3246,2018-08-10,31.445,34.89,29.0854
Ava Women,1729,3869,2018-08-10,22.75,15.71,22.625
Copper Chef,2040,3760,2018-08-10,21.0,36.74,26.21
Copper Chef,2040,3761,2018-08-10,7.0,8.99,4.395
Biossance,2068,4274,2018-08-10,31.25,34.72,34.72
Huckberry,1975,3251,2018-08-10,25.0,31.84,11.2394
Huckberry,1975,3252,2018-08-10,21.4175,22.11,20.8564
Copper Chef,2040,3765,2018-08-10,7.0,4.57,4.395
Franklin Sports,2066,3768,2018-08-10,6.925,10.02,10.4444
Franklin Sports,2066,3769,2018-08-10,9.695,8.78,9.20438
Franklin Sports,2066,3771,2018-08-10,11.2775,11.46,11.8844
FabFitFun,1840,3261,2018-08-10,360.885,401.31,430.831
Verb Products,1600,1215,2018-08-10,21.75,15.04,16.9003
Franklin Sports,2066,3776,2018-08-10,13.86,9.8,10.2244
Powerdot,1991,3360,2018-08-10,49.25,58.35,57.183
FabFitFun,1840,3267,2018-08-10,450.25,326.99,356.511
LaCantina Doors,967,2757,2018-08-10,9.0,5.91,9.0
Anine Bing,2067,3783,2018-08-10,31.1,45.67,46.085
Anine Bing,2067,3786,2018-08-10,15.4,0.0,0.415
Coola Suncare,2133,4305,2018-08-10,25.0,19.6,25.2184
