cid,bid,value
338,1170,10.0
336,917,10.0
335,787,6.0
334,1169,
333,1169,
331,893,
330,893,15.0
329,893,15.0
328,948,
327,1033,10.0
326,1033,10.0
325,915,0.75
324,1010,10.0
323,929,10.0
322,670,0.75
321,1158,
320,1158,
319,1085,10.0
318,1085,10.0
317,1023,
316,1023,
315,1023,
314,670,0.75
313,1165,
312,1165,
311,1151,0.75
310,1151,0.75
308,1104,
307,1104,
306,1124,10.0
305,1124,10.0
304,714,0.75
303,1155,
302,1155,
301,1154,10.0
300,1154,
299,1152,10.0
298,1152,10.0
297,1098,
296,1098,
295,1139,
294,1139,
293,1134,10.0
292,1134,
291,180,10.0
290,180,10.0
289,1116,
288,1116,
287,893,4.0
285,1145,
284,1122,10.0
282,1122,10.0
280,770,3.5
279,1102,
277,254,0.75
276,254,0.75
275,871,0.75
274,872,10.0
273,1045,0.0
260,1073,4.0
259,1073,4.0
258,21,0.75
256,1072,0.75
255,895,0.5
254,912,2.25
253,670,0.75
252,648,0.75
251,835,10.0
250,906,0.75
249,936,10.0
248,906,
247,648,0.75
246,835,
245,936,
244,714,0.75
243,653,5.0
241,948,0.75
240,947,10.0
239,130,3.0
238,653,5.0
237,1078,0.75
236,974,0.75
235,254,0.75
234,131,0.75
233,1024,4.0
232,1073,
230,1072,0.75
229,967,0.75
228,939,
225,1066,2.5
224,1030,10.0
223,1030,10.0
222,1062,
221,1045,0.0
220,1045,0.0
219,1031,
217,974,0.75
215,130,3.0
214,939,
213,1017,10.0
212,1024,4.0
211,935,3.0
210,903,3.0
209,902,
207,1015,0.75
206,1010,10.0
203,999,
202,867,0.75
201,998,
200,985,
199,871,2.5
198,912,2.25
197,254,0.75
196,886,
195,885,
193,985,
192,985,
191,979,
190,978,
189,977,
188,976,
187,974,0.75
186,967,0.75
185,966,
184,963,
183,962,
182,830,10.0
181,131,0.65
180,917,10.0
179,906,0.75
177,916,0.75
178,916,0.75
176,951,
175,670,0.75
174,950,
173,948,0.75
172,949,
171,948,0.75
170,947,10.0
169,945,
168,944,
167,942,
164,941,
163,939,
153,936,10.0
149,21,0.75
146,926,
145,770,3.5
142,926,
137,932,
131,931,
128,916,0.75
127,930,
125,929,10.0
118,653,2.5
117,895,0.5
106,130,3.0
105,915,0.75
103,912,2.25
86,924,
85,922,
84,921,
83,837,
82,872,10.0
81,910,
80,901,
79,867,0.75
78,905,
77,907,10.0
76,893,4.0
75,908,
73,871,0.75
72,911,
71,131,0.75
70,892,
69,892,
68,892,
67,892,
66,892,
65,892,
64,892,
63,892,
62,892,
61,892,
60,892,
59,892,
58,905,
57,892,
56,835,10.0
55,700,
54,836,
53,700,
52,849,
50,650,
49,878,
48,787,6.0
47,254,0.75
46,670,0.75
45,836,
44,131,0.75
43,714,0.75
42,692,
41,801,
40,699,
39,648,0.75
38,21,0.75
